adipose_tissue,adrenal_gland,brain,breast,colon,heart,kidney,leukocyte,liver,lung,lymph_node,ovary,prostate_gland,skeletal_muscle_tissue,testis,thyroid_gland
47.907,104.659,278.469,79.198,15.976,87.796,219.127,2.532,7.76,8.856,4.903,31.064,32.797,70.834,14.314,143.219
