genebody_Gm12878H3k27ac,genebody_Gm12878H3k4me3,genebody_H1hescH3k4me3,genebody_K562H3k27ac,genebody_K562H3k4me1,genebody_K562H3k4me3,TSS1k_Gm12878H3k27ac,TSS1k_Gm12878H3k4me3,TSS1k_H1hescH3k27ac,TSS1k_H1hescH3k4me1,TSS1k_H1hescH3k4me3,TSS1k_K562H3k27ac,TSS1k_K562H3k4me1,TSS5k_Gm12878H3k27ac,TSS5k_Gm12878H3k4me1,TSS5k_Gm12878H3k4me3,TSS5k_H1hescH3k4me1,TSS5k_K562H3k27ac,TSS5k_K562H3k4me1,TSS5k_K562H3k4me3,Epi_LevelOne,Epi_LevelTwo,adipose_tissue,adrenal_gland,brain,breast,heart,kidney,ovary,prostate_gland,skeletal_muscle_tissue,thyroid_gland,Exp_LevelOne,Exp_LevelTwo,genebody_LINE,genebody_LTR,genebody_Satellite,genebody_SINE,micropeptide_aa_avg,TSS1k_LINE,TSS1k_LTR,TSS1k_Satellite,TSS1k_SINE,Gen_LevelOne,Gen_LevelTwo,cancer-miRNA_targets,hbm_cancer-protein_degree,hbm_total_degree,miRNA_targets,Net_LevelOne,Net_LevelTwo
1.05714,1.40747,0.914286,26.1071,14.8387,7.57713,1.0206899999999999,1.31769,0.960247,16.1654,0.925,1.14246,1.3389,1.6239700000000001,13.8396,5.5913,1.5852700000000002,1.1517700000000002,1.3957700000000002,1.28782,1.9814180000000001,1.811655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,1,0.1601466995,0.29563240957142856,0,0,0,0,0.0,0.0
1.45523,1.49806,1.49565,1.30417,1.37668,1.90588,1.84523,1.9619400000000002,1.25,1.15505,1.34545,1.19117,1.48714,1.63459,1.76138,1.83038,1.9392599999999998,1.43727,1.28007,1.35178,1.856118,2.374535,1.06875,1.9,1.1875,2.375,1.10833,2.85,0.95,1.58333,5.7,7.6,0.54822925,0.45803550000000004,0,0,0,0,0.0,0,0,0,0,0.145505618,0.3846478334285714,0,2,92,0,0.06959876666666667,0.004137738181818172
1.88137,1.4520600000000001,0.8345319999999999,1.08,0.0,0.887241,1.3591799999999998,3.3272699999999995,1.5532,1.3608,1.30375,1.23017,1.3473700000000002,1.12795,1.67704,1.2190299999999998,1.22106,1.60782,1.49201,1.44689,1.3526906000000003,0.9676844999999998,0.11875,0.0,0.0,0.35625,0.475,1.9,0.475,0.2375,0.0,0.665,0.25729175000000004,0.3958335,0,0,0,0,0.0,0,0,0,0,0.0,0.28777283800000003,0,0,19,0,-0.04493442222222222,0.14107076363636362
21.2138,43.1241,42.4737,161.99200000000002,10.3747,84.2834,25.7988,29.1271,51.06399999999999,77.0535,32.397,11.1031,8.37009,74.1186,11.3006,63.8327,46.3452,37.9884,9.820030000000001,32.9376,16.049132000000004,6.19755,0.0,0.285,0.2375,0.0,0.0,0.0,0.285,0.395833,0.0,0.19,1.1875,0.1017855,0,0,0,0,0.0,0,0,0,0,0.2288732395,0.347861126,0,13,5291,0,0.06757338888888888,0.07650280545454545
1.13541,1.5697,4.96709,1.3266200000000001,1.4796200000000002,1.9134,1.3224200000000002,1.20648,1.2474399999999999,2.02533,2.8098099999999997,1.7886400000000002,0.8888889999999999,1.97577,1.7671599999999998,1.9393900000000002,2.7911200000000003,1.30524,1.40839,1.4094200000000001,11.725598,9.48101,0.0,0.0,0.11875,0.0,0.0,0.095,0.285,0.791667,0.0,0.285,0.16625,0.1357145,0,0,0,0,0.0,1,0,0,0,0.226541555,0.3122022947142857,0,0,13,0,-0.035942977777777774,0.05535175454545455
0.875,1.83411,1.70402,1.78057,1.25231,0.46875,1.1054700000000002,2.2993799999999998,0.904085,1.22516,1.7407400000000002,1.5019200000000001,1.0,1.45385,1.09053,1.7238099999999998,1.37079,1.5664200000000001,1.7025599999999999,1.3159299999999998,2.337494,1.4523895,0.0,0.19,0.35625,0.11875,0.0,0.0,0.095,0.07916669999999999,0.285,0.095,0.0,0.0,0,0,0,1,0.0,1,0,0,2,0.0,0.32290386542857147,0,4,248,0,0.2552560777777778,-0.07293046363636363
1.61313,5.757630000000001,15.2256,2.22707,5.91627,31.5485,1.37037,1.42644,2.0,1.51904,12.6077,5.8724099999999995,1.7722900000000001,18.8626,5.77105,20.6498,28.4469,12.8355,5.01253,5.72555,2.802542,3.883615,0.11875,0.0,0.0,0.2375,0.0,0.19,0.19,0.0,0.0,0.38,0.095,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.41155999771428575,0,1,22,0,0.28189640444444447,0.2081100545454545
1.37037,1.43226,1.7903099999999998,1.1,1.41446,0.8888889999999999,1.24698,1.51273,1.12289,1.20923,1.83778,1.32185,1.2031100000000001,1.08657,1.3282100000000001,1.09857,1.11474,1.4116,1.17524,1.46475,2.087682,3.07929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02375,0.0,0,2,0,1,0.0,0,2,0,2,0.24814126399999997,0.32490761957142855,0,15,5455,0,-0.09642966666666666,0.1076517
1.19559,1.85123,1.35975,1.4744700000000002,1.16957,1.56955,1.69143,1.1678,2.8426299999999998,1.7491,1.07178,1.19021,1.45833,1.3956600000000001,1.27356,1.7115099999999999,1.244,1.2081600000000001,3.0994599999999997,1.7770099999999998,1.7919100000000001,2.37553,0.35625,0.0,0.0,0.7125,0.158333,0.0,0.0,0.0,0.0,0.285,0.0475,0.11875,10,7,0,11,0.0,0,0,0,0,0.18811629300000002,0.3585075985714285,0,0,35,0,0.21437811111111113,0.26045058181818176
8.02058,5.39381,1.6414099999999998,2.06898,2.18148,1.48977,23.9257,3.11396,1.21212,1.3346799999999999,1.1709399999999999,1.39725,1.3913,0.8279350000000001,1.44241,1.0841100000000001,1.8452,2.74609,3.98063,1.62132,7.64062,3.427795,0.11875,0.475,0.35625,0.2375,0.158333,0.095,0.19,0.07916669999999999,0.095,0.19,0.14052075,0.11309505,1,0,0,0,0.0,1,0,0,0,0.283306581,0.3179855297142857,0,0,34,0,0.5438874444444445,0.04832390909090909
2.74728,7.43306,6.567830000000001,29.5017,13.1168,25.3957,1.34545,2.2829599999999997,1.75857,6.48484,7.159510000000001,4.41735,7.743589999999999,2.26907,11.4969,4.39264,1.68413,12.630999999999998,3.3536900000000003,8.0713,3.650018,4.08543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,2,0.249150238,0.3416511898571429,0,0,0,0,0.0,0.0
0.881081,2.28376,2.04239,2.25718,1.4220899999999999,1.8154700000000001,1.0558299999999998,1.0,1.3041,1.5119999999999998,1.5235299999999998,1.35027,1.1707299999999998,1.4111200000000002,1.96327,1.5050299999999999,1.79292,1.4003299999999999,1.28211,1.25464,2.633444,1.47743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02375,0.0,0,1,0,0,66.0,0,3,0,1,0.0,0.2575286391428571,0,15,5455,0,-0.09642966666666666,0.1076517
13.6966,21.465999999999998,0.8,10.2969,20.1668,16.8301,21.3041,7.13,69.7248,19.0202,16.287,25.1629,13.0054,14.4733,23.3813,17.5571,6.7549,23.7115,23.2922,28.6698,9.135983999999999,5.41006,1.1875,1.9,0.7125,0.95,0.475,0.38,0.38,0.31666700000000003,0.38,0.38,0.26520825000000003,0.45238100000000003,0,0,0,2,0.0,0,0,0,3,0.2186788155,0.3235319004285714,0,0,17,0,0.38451799999999997,0.18782045454545457
0.930474,3.0068,2.77333,4.42574,20.1993,14.195,2.4079900000000003,3.7977,2.62036,8.51905,1.86067,3.80261,4.58577,19.0808,14.8294,19.9132,5.3808,15.7185,7.24488,8.79047,4.369106,7.13191,0.0,0.0,0.2375,0.475,0.0,0.0,0.0,0.158333,0.0,0.095,0.0475,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.33310375771428574,0,1,32,0,0.3028477888888889,0.06625673636363637
1.54072,1.70307,1.39121,1.61677,1.92583,2.05885,1.13846,1.03849,0.8888889999999999,2.59869,1.20145,1.36035,1.00662,1.18531,7.097160000000001,3.8099800000000004,1.38006,1.2777,1.46793,1.57511,1.8139782,1.79513,0.11875,0.19,0.11875,0.0,0.158333,0.095,0.0,0.0,0.0,0.0,0.19593750000000001,0.067857,15,10,0,12,0.0,0,0,0,1,0.190972017,0.30671924357142855,0,5,3686,0,0.04935382222222223,0.11359805454545456
1.16079,1.6656900000000001,1.2506,1.4252200000000002,1.22471,1.65242,1.33738,1.76357,1.3089,1.10543,0.9101450000000001,0.9802690000000001,1.3975899999999999,1.4677799999999999,1.44127,1.43949,1.4359,1.20593,1.28809,1.5119999999999998,1.6670500000000001,1.699745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07125,0.0,0,1,0,5,33.0,0,0,0,0,0.18050663100000003,0.24761935971428573,0,15,5455,0,-0.09642966666666666,0.1076517
1.3546200000000002,2.48329,1.3925100000000001,1.09212,1.01576,1.67318,1.28911,1.9512200000000002,2.10526,1.0548799999999998,0.925,1.1908,1.66179,1.85552,0.89697,1.64372,1.41411,1.49534,1.82873,1.61917,2.530142,3.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2171875,0.0,1,0,0,2,0.0,0,0,0,0,0.1638185655,0.2762966502857142,0,14,5408,0,-0.07929386666666666,0.10982862545454547
1.8264599999999998,4.00814,1.31765,1.38037,1.74673,1.0383799999999999,2.90571,62.7349,29.8575,3.12342,13.9733,10.8928,19.4586,16.7139,5.019369999999999,8.65903,13.0498,10.6317,5.29582,8.62527,4.515066,5.466475000000001,0.0,1.9,0.11875,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.168330956,0.2681889902857143,0,0,1044,0,0.3467977888888889,-0.029272872727272737
1.2332,1.91402,1.25111,1.38079,1.17529,1.45573,3.5238099999999997,1.37337,1.2259200000000001,1.38857,0.972174,1.05,1.1734,1.94485,0.925,1.21902,2.28571,1.05714,1.24674,1.70406,1.9382219999999997,1.58985,0.0,0.0,0.11875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02375,0.0,9,0,0,1,0.0,1,0,0,0,0.19824681,0.33518114200000004,0,3,1304,0,0.1277136888888889,0.016797963636363655
1.28854,2.9774,1.12676,1.764,6.7081,2.70007,1.0925,1.05714,2.3813299999999997,1.57487,3.47597,6.72704,5.71981,1.4140700000000002,5.47356,2.44142,4.8398,2.18527,1.38304,1.12836,3.490854,3.09636,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.31666700000000003,0.0,0.0,0.296875,0.0,0,0,0,0,0.0,0,2,0,0,0.2381370825,0.30327937771428565,0,5,3944,0,-0.0895236888888889,0.11519970909090911
1.10724,1.57202,1.22222,1.21373,1.18813,1.4818200000000001,1.49064,1.6864299999999999,2.1939599999999997,2.10338,1.42308,1.33292,1.0256399999999999,1.1504299999999998,0.8984840000000001,1.37824,1.3276299999999999,0.9815950000000001,1.51373,1.08962,1.470294,1.3851895,0.0,0.095,0.0,0.0,0.158333,0.57,0.0,0.0,0.0,0.285,0.11875,0.0,0,0,0,1,0.0,0,0,0,0,0.189185367,0.27012598328571424,0,1,271,0,-0.10837718888888889,-0.058724500000000006
1.94052,2.3563400000000003,1.72743,12.3425,9.65606,6.44638,0.925,1.41264,1.58876,1.82,1.42308,1.20509,1.20825,1.6293600000000001,2.1665099999999997,3.2621599999999997,1.00852,1.30144,1.2621799999999999,1.2358799999999999,1.7905797999999997,1.953575,0.35625,0.38,1.1875,0.2375,0.31666700000000003,0.095,0.285,0.158333,0.095,0.19,0.3325,0.2657735,91,44,0,87,48.0,1,0,0,1,0.1909683965,0.27310269242857144,0,4,386,0,0.4025041111111111,0.1381852363636364
1.02462,1.62628,1.32863,1.14596,1.5,1.55556,1.12863,1.3611799999999998,1.58722,1.11921,1.23333,1.2164700000000002,1.41359,1.42345,1.9852599999999998,1.56385,1.33333,1.22577,1.2253100000000001,1.47173,2.092604,1.944575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0,0,0,0,0.0,0.2301849422857143,0,0,0,0,0.0,0.0
0.864516,0.0,2.0413799999999998,0.8901100000000001,0.0,0.0,0.8583850000000001,1.25965,1.0810799999999998,1.51769,1.07917,1.0882399999999999,1.12414,0.91619,1.4869,1.10239,1.44,1.40244,1.3274700000000001,1.18452,1.70305,1.6666850000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0.0,0.3170713817142857,0,0,0,0,0.0,0.0
1.04807,1.63126,1.20699,1.3875899999999999,2.21812,1.6925599999999998,1.10475,1.67687,1.66083,2.30035,0.921143,1.3232899999999999,1.36364,1.21492,1.59348,0.9014049999999999,1.3074700000000001,1.17834,1.6695099999999998,1.66645,1.504364,1.3159399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02375,0.0,9,4,0,4,40.0,0,0,0,1,0.20041565,0.3054606377142857,0,15,5455,0,-0.09642966666666666,0.1076517
1.37351,2.439,1.5801,3.61473,8.4067,4.44907,1.32505,23.2338,25.0772,9.22051,15.3733,20.8639,26.3079,6.585660000000001,9.2421,7.857069999999999,5.44883,33.3078,13.3687,20.7075,3.982748,5.202585,0.59375,0.665,0.475,1.06875,0.158333,0.19,1.9,1.58333,0.095,0.285,0.6551042499999999,0.3166665,9,2,0,4,0.0,0,0,0,1,0.2116702465,0.3076228907142857,0,0,3,0,0.1355981,0.1965774636363636
0.902439,1.5624799999999999,1.36042,1.28787,1.28461,1.72973,1.24934,2.97572,1.7339099999999998,1.46323,1.29454,1.25691,4.3639,1.5187899999999999,2.15267,1.7942200000000001,0.92125,1.72,1.5029299999999999,1.4778,1.9685020000000002,4.362545,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.95,0.21375,0.0,0,0,0,1,0.0,0,0,0,0,0.2136669875,0.26613562871428575,0,2,267,0,0.026863902888888888,0.1169865181818182
3.5100800000000003,1.6470200000000002,1.82578,1.5119999999999998,0.925,1.71233,2.49392,1.61875,2.44752,1.51529,1.25853,1.15305,1.4021299999999999,1.7443,1.52207,1.45526,1.06667,1.35523,1.41791,1.7275599999999998,2.9609180000000004,2.344875,0.0,0.285,0.11875,0.11875,0.791667,0.095,0.285,0.0,0.285,0.095,0.16427075,0.22619050000000002,0,0,0,0,58.0,2,0,0,0,0.0,0.22330545457142856,0,0,39,0,-0.11357333333333333,-0.0969075909090909
1.54461,2.41677,1.9572900000000002,1.62628,4.77411,2.2723400000000002,2.12193,1.7188299999999999,2.5899099999999997,2.7741700000000002,3.44562,9.030560000000001,5.1851400000000005,2.09965,5.64994,2.0594900000000003,4.128019999999999,36.5791,8.63092,18.2221,3.8764060000000002,3.5395649999999996,0.11875,0.38,0.83125,0.59375,0.158333,0.38,0.855,0.31666700000000003,0.0,0.285,0.21770825,0.3958335,0,0,0,1,0.0,0,0,0,2,0.0,0.31562687799999994,0,0,37,0,0.3609485555555556,0.13839138181818184
1.09071,1.7787400000000002,1.43669,1.29281,1.1843299999999999,1.5755299999999999,1.23333,0.89697,0.769231,1.3569200000000001,0.925,0.9690479999999999,1.09091,1.99633,1.16898,2.03822,1.3876,1.36942,1.19449,1.51689,2.2905844,1.5524244999999999,0.0,0.095,0.11875,0.0,0.31666700000000003,0.19,0.095,0.2375,0.0,0.38,0.26125,0.0791665,20,14,0,24,0.0,0,0,0,0,0.18800147899999997,0.3195510394285715,0,1,365,0,0.057297716666666686,0.025775181818181832
