genebody_Gm12878H3k27ac,genebody_Gm12878H3k4me3,genebody_H1hescH3k4me3,genebody_K562H3k27ac,genebody_K562H3k4me1,genebody_K562H3k4me3,TSS1k_Gm12878H3k27ac,TSS1k_Gm12878H3k4me3,TSS1k_H1hescH3k27ac,TSS1k_H1hescH3k4me1,TSS1k_H1hescH3k4me3,TSS1k_K562H3k27ac,TSS1k_K562H3k4me1,TSS5k_Gm12878H3k27ac,TSS5k_Gm12878H3k4me1,TSS5k_Gm12878H3k4me3,TSS5k_H1hescH3k4me1,TSS5k_K562H3k27ac,TSS5k_K562H3k4me1,TSS5k_K562H3k4me3,Epi_LevelOne,Epi_LevelTwo,adipose_tissue,adrenal_gland,brain,breast,colon,heart,kidney,ovary,prostate_gland,skeletal_muscle_tissue,testis,thyroid_gland,Exp_LevelOne,Exp_LevelTwo,genebody_LINE,genebody_LTR,genebody_Satellite,genebody_SINE,micropeptide_aa_avg,TSS1k_LINE,TSS1k_LTR,TSS1k_Satellite,TSS1k_SINE,Gen_LevelOne,Gen_LevelTwo,cancer-miRNA_targets,hbm_cancer-protein_degree,hbm_total_degree,miRNA_targets,Net_LevelOne,Net_LevelTwo
1.18747,1.88022,1.9308299999999998,1.01896,1.07713,0.914286,1.1948,1.9037,1.7364700000000002,0.0,3.94458,2.88,1.7111299999999998,1.2722799999999999,0.8705879999999999,0.0,1.56408,1.94754,3.6306800000000004,1.27977,3.125808,2.962745,0.0,0.0,0.59375,0.11875,0.0,0.0,0.285,0.19,0.31666700000000003,0.0,0.095,0.19,0.0,0.0,32,9,0,16,0.0,0,0,0,0,0.68679744,0.2641675587142857,0,1,136,0,0.1473197377777778,0.11092293545454544
1.38422,2.50345,2.76401,6.87815,6.91118,7.95707,1.93137,1.2931,1.2494,11.0996,1.45599,2.54697,1.81805,4.9868,11.354000000000001,15.5588,4.26205,2.9355599999999997,4.206840000000001,2.88844,4.488046,4.545450000000001,0.11875,0.095,0.2375,0.0,0.0,0.31666700000000003,0.19,0.095,0.07916669999999999,0.0,0.095,0.19,0.2691665,0.0,4,0,0,11,44.0,0,0,0,3,0.27685546899999997,0.3614845867142857,0,0,12,0,0.2181758888888889,-0.04725257636363636
1.09002,1.66917,1.52339,1.96143,2.6639999999999997,2.5061,0.925,1.6469999999999998,1.87546,1.50318,1.13846,1.2770299999999999,1.03401,0.8802209999999999,2.1290299999999998,2.1169599999999997,1.90848,1.1552799999999999,1.36229,1.4024,2.9740692,4.27521,0.0,0.095,1.1875,0.11875,0.11875,0.0,0.19,0.285,0.07916669999999999,0.0,0.57,0.76,0.0475,0.19226205000000002,1,3,0,5,0.0,1,0,0,1,0.2502909395,0.35282009557142857,0,1,252,0,0.2892488888888889,0.11661942727272724
5.48391,6.82742,4.78653,7.61326,3.25052,8.14259,1.19336,1.64641,1.8411799999999998,1.6954900000000002,1.3209600000000001,1.38706,1.77185,1.2414,2.4809900000000003,1.4020299999999999,1.42545,1.7777,8.53617,2.0207900000000003,2.408366,2.871855,0.475,2.85,0.35625,0.59375,0.475,0.475,0.285,1.9,0.554167,0.0,0.475,0.76,0.12666650000000002,0.2205355,18,10,0,16,0.0,1,0,0,0,0.228259808,0.3840409688571428,0,0,168,0,0.37728,0.2878950090909091
3.40602,4.2171400000000006,1.6634799999999998,1.63436,3.3566800000000003,1.7465,0.8222219999999999,1.6615900000000001,2.66725,1.24833,2.0825099999999996,6.02574,2.07857,1.33412,2.0191,1.29083,1.1103,1.90457,10.8448,2.28221,3.5388840000000004,2.7398,0.0,0.38,0.0,0.11875,0.11875,1.58333,0.285,0.0,0.07916669999999999,0.0,0.0,0.285,0.0475,0.3166665,1,0,0,0,51.0,0,0,0,2,0.247887324,0.36277875757142863,0,0,391,0,0.14995286666666666,0.043569490909090916
11.5192,20.4245,12.1541,22.9001,18.4091,26.8934,16.4189,11.3758,19.4813,29.3614,18.9645,6.39421,4.56727,43.6159,6.82832,39.3717,37.1372,22.511999999999997,19.7166,12.2068,6.826774,4.5071650000000005,1.1875,2.85,2.375,1.1875,0.95,0.633333,1.9,0.95,2.375,0.19,1.9,2.85,1.076665,0.9613079999999999,0,0,0,0,0.0,0,0,0,0,0.2429784455,0.3342934258571429,1,0,10,1,0.1797369,0.11130052727272727
2.27509,1.08533,3.21611,1.59853,1.8455099999999998,1.65363,0.8222219999999999,1.0287899999999999,1.08029,1.5119999999999998,0.8709680000000001,0.9961540000000001,1.14286,0.8894120000000001,1.2115,2.22602,1.89793,1.6806599999999998,1.3383,1.26,1.8323215999999998,2.6829895,0.0,0.665,0.59375,0.2375,0.83125,1.58333,0.095,0.285,1.58333,0.285,0.38,0.38,0.095,0.039583349999999996,2,1,0,2,64.0,3,2,0,1,0.32849221,0.36731245985714284,0,0,26,0,0.15964204444444444,-0.015247267272727271
1.2410700000000001,1.6817099999999998,1.26321,2.03094,5.37683,2.81332,0.8538459999999999,1.7024,0.8888889999999999,4.178780000000001,1.2179799999999998,1.37453,1.24771,1.62276,10.7957,5.5378300000000005,1.84325,1.08463,1.18977,1.54399,1.8925560000000001,2.57806,0.2375,0.095,0.35625,0.11875,0.0,0.0,0.095,0.095,0.158333,0.0,0.095,0.0,0.1425,0.039583349999999996,0,2,0,8,0.0,0,0,0,1,0.2005449025,0.302752498,0,1,41,0,0.3758919777777778,0.15327342727272728
7.355910000000001,8.67651,5.60225,12.8853,3.74011,11.082,42.9623,29.948,39.7033,97.64,79.968,32.1286,11.4426,148.947,6.53081,50.6266,75.6946,44.4368,13.7088,70.1374,9.58076,6.073255,80.75,34.2,20.1875,68.875,61.75,17.4167,33.25,78.85,54.625,17.1,30.4,48.45,36.89165,42.8631,3,13,0,22,66.90909091,1,0,0,1,0.262258297,0.33299897900000003,0,0,22,0,0.3050184444444444,0.3066484545454546
1.28512,2.52101,1.6145399999999999,1.8611,2.38122,1.8028400000000002,1.36265,1.48,1.54208,2.08897,1.09322,1.2044,1.0922,1.07122,3.3353300000000004,2.24473,1.32673,1.24674,1.81425,1.4747299999999999,3.956854,3.5180249999999997,0.0,0.095,0.11875,0.11875,0.35625,0.0,0.285,0.57,0.395833,0.0,0.095,0.0,0.0475,0.039583349999999996,14,7,0,24,0.0,0,0,0,1,0.24214605050000002,0.3057489872857143,0,0,21,0,0.18782384444444444,0.13905409090909093
4.28421,3.88288,2.72388,4.11496,2.9036299999999997,3.49318,1.3421299999999998,1.4559,1.20296,1.25919,0.9527030000000001,1.13005,1.6157299999999999,1.38445,1.38035,1.3969999999999998,1.7871599999999999,1.54063,3.61545,1.5158,2.630098,2.473815,0.35625,0.95,0.83125,0.35625,1.1875,0.475,0.665,0.76,0.633333,0.19,0.76,0.95,0.3325,0.45238100000000003,48,20,0,29,73.0,0,3,0,2,0.210390785,0.2984359722857143,1,0,1,1,0.2224680111111111,0.10363471636363636
1.6725599999999998,2.2884599999999997,1.76958,2.07464,1.9853900000000002,2.08062,17.3255,7.12874,11.144,30.2332,23.5627,10.3626,3.2899,33.7816,5.78135,20.8413,28.0376,20.4065,6.57568,16.4379,7.221693999999999,3.667135,0.0,0.095,0.0,0.11875,0.0,0.0,0.19,0.0,0.07916669999999999,0.0,1.9,0.19,0.1741665,0.07351189999999999,25,16,0,37,41.0,0,0,0,0,0.2183014285,0.37044573100000006,0,13,5079,0,-0.081691,0.07284718181818181
1.41136,1.91398,1.29073,5.815230000000001,5.31654,3.0089200000000003,1.00909,2.73231,5.33208,1.2721,0.888,1.32369,1.48051,2.0910599999999997,3.03176,2.12605,1.97468,1.52016,4.7548,1.61345,1.9912100000000001,4.180425,0.0,0.095,0.11875,0.11875,0.0,0.31666700000000003,0.0,0.095,0.0,0.0,0.0,0.0,0.0475,0.0,0,4,0,7,0.0,0,0,0,0,0.194885246,0.2886033037142857,0,0,509,0,0.44368744444444447,0.052615263636363624
0.968877,1.8137400000000001,1.57974,1.44205,2.69739,2.43119,1.0781399999999999,1.57739,0.8888889999999999,1.16308,1.34545,1.16352,1.02255,2.16,1.2634100000000001,2.028,1.64103,1.04779,1.52577,1.4902799999999998,1.9478379999999997,1.94482,0.59375,0.57,0.35625,0.35625,0.2375,0.31666700000000003,0.38,0.38,0.2375,0.0,0.475,0.19,0.1741665,0.186607,1,0,0,0,0.0,1,0,0,0,0.138867829,0.2626178925714286,0,0,6,0,0.37500931111111113,0.29830859727272724
0.0,0.0,1.87852,0.0,0.0,0.0,0.0,1.08543,1.33333,0.0,0.0,0.0,0.990735,1.09677,0.0,0.0,0.0,1.02529,1.06515,1.17353,1.061514,1.769925,0.0,0.95,0.0,0.0,0.0,3.16667,0.0,0.0,1.58333,0.38,0.665,0.0,0.7441665,0.03392855,33,33,0,66,64.0,0,1,0,0,0.198924518,0.2873411918571428,0,0,19,0,-0.19952162222222222,-0.14888788181818183
1.20553,1.9926400000000002,1.7702099999999998,3.0894,7.233810000000001,3.2410900000000002,4.4909099999999995,11.407,27.2753,21.3678,55.1745,20.8233,12.2289,60.5601,8.80435,47.3316,54.0614,25.3315,6.10893,18.0361,5.4415260000000005,3.0683499999999997,0.11875,0.855,0.83125,0.0,0.0,0.158333,0.095,0.19,0.07916669999999999,0.095,13.3,0.095,0.0475,0.31666649999999996,19,4,0,17,0.0,0,0,0,0,0.2108438995,0.3276855691428571,0,13,5315,0,0.16079488000000003,0.01740127272727272
37.2352,16.8429,4.64799,197.98,32.3092,46.7379,20.7335,108.59899999999999,195.123,101.618,146.225,73.8335,49.1932,50.7979,20.9714,48.9962,30.8769,18.4728,25.0965,30.138,11.072187999999999,11.14435,1.1875,2.85,1.1875,2.375,2.375,3.16667,2.85,1.9,7.125,0.76,1.9,8.55,1.7416665,1.8660700000000001,1,0,0,1,0.0,0,0,0,1,0.230325914,0.4014601867142858,4,0,11,6,0.15668884444444442,0.09857031818181818
1.14705,1.61537,1.7356,1.62608,1.34711,1.3672799999999998,0.965217,1.55635,1.7254900000000002,2.592,2.26,1.64352,0.909091,1.30846,1.199,1.54721,1.95429,1.01916,1.258,1.4147,2.3275740000000003,2.7510649999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,15,12,0,25,0.0,1,0,0,0,0.2444132445,0.326161609,0,15,5455,0,-0.09642966666666666,0.1076517
1.15205,2.04435,1.42068,3.15387,6.5831,2.81812,0.78,1.12846,0.966316,2.87319,2.11429,1.09053,1.19664,1.244,6.8229999999999995,3.05241,1.4974399999999999,1.8528900000000001,1.6388099999999999,1.3506200000000002,2.178874,1.923835,0.2375,0.855,0.475,0.475,0.35625,0.158333,0.19,0.285,0.07916669999999999,0.095,2.85,0.285,0.12666650000000002,0.2657735,2,0,0,11,0.0,0,0,0,2,0.2467226675,0.31175046385714283,0,11,5215,0,0.3606898888888889,0.2210997909090909
10.7831,7.09592,2.52785,8.83018,5.97312,5.26141,25.5622,15.4209,7.7394300000000005,1.71135,2.22532,7.81427,1.61943,2.97003,2.08855,1.18519,1.33218,3.36211,13.288,2.72188,5.7586260000000005,3.22042,3.5625,2.85,0.83125,4.75,1.1875,1.58333,0.95,1.9,2.375,0.95,0.855,9.5,1.1875,1.713395,19,0,0,23,55.0,0,0,0,1,0.228761183,0.32298802785714287,12,0,1,12,0.1522007,0.21890798181818186
1.27586,1.47646,0.9479290000000001,1.52163,4.1596400000000004,1.51681,0.925,1.036,0.917327,1.1374600000000001,0.9705010000000001,1.10807,1.0704200000000001,1.62085,3.9743,1.2210299999999998,1.39534,1.46112,1.3824,1.0548799999999998,1.8082839999999998,1.740259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,1,0.30666666649999996,0.3331109357142857,0,15,5455,0,-0.09642966666666666,0.1076517
